station_id,datetime_utc,latitude,longitude,rainfall_1h_mm,rainfall_3h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_72h_mm,soil_saturation_pct,deep_soil_saturation_pct,temperature_c,relative_humidity_pct,surface_pressure_hpa,wind_speed_kmh,elevation_m,catchment_slope_deg,dist_to_river_m,upstream_drainage_sqkm,flood_occurred
SDR_BSN_07,2022-07-01 05:00:00+00:00,31.533,76.89,0.1,0.2,1.5,1.5,1.5,100.0,100.0,22.9,92,908.9,2.5,860.0,16.8,340.0,3100.0,0
JGN_VLY_05,2022-07-01 05:00:00+00:00,31.983,76.776,0.0,0.0,0.0,0.0,0.0,84.6,84.6,21.6,88,890.5,2.1,1220.0,24.6,210.0,1850.0,0
AUT_JNC_03,2022-07-01 05:00:00+00:00,31.745,77.21,0.0,0.0,0.0,0.0,0.0,100.0,93.1,22.5,98,894.7,3.3,1050.0,34.5,80.0,4200.0,0
DHR_KHD_06,2022-07-01 05:00:00+00:00,31.81,76.81,0.0,0.1,0.1,0.1,0.1,100.0,62.3,21.4,93,898.2,5.2,900.0,21.3,120.0,920.0,0
DHR_KHD_06,2022-07-01 06:00:00+00:00,31.81,76.81,0.5,0.6,0.6,0.6,0.6,100.0,62.6,21.3,95,898.6,5.0,900.0,21.3,120.0,920.0,0
PND_DAM_02,2022-07-01 06:00:00+00:00,31.669,77.058,0.4,1.5,2.3,2.5,2.5,100.0,90.6,23.4,95,911.7,2.2,890.0,28.1,45.0,8900.0,0
THL_GRG_04,2022-07-01 06:00:00+00:00,31.713,77.165,0.2,0.2,0.2,0.2,0.2,100.0,93.4,19.7,95,848.0,0.7,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-01 06:00:00+00:00,31.533,76.89,1.0,1.2,2.0,2.5,2.5,100.0,100.0,22.8,94,909.5,3.9,860.0,16.8,340.0,3100.0,0
JGN_VLY_05,2022-07-01 06:00:00+00:00,31.983,76.776,0.0,0.0,0.0,0.0,0.0,84.6,84.6,21.9,88,891.0,1.8,1220.0,24.6,210.0,1850.0,0
AUT_JNC_03,2022-07-01 06:00:00+00:00,31.745,77.21,0.2,0.2,0.2,0.2,0.2,100.0,93.4,22.7,95,895.2,0.7,1050.0,34.5,80.0,4200.0,0
MND_URBAN_01,2022-07-01 06:00:00+00:00,31.7087,76.932,0.2,0.8,2.1,2.1,2.1,100.0,58.0,23.9,90,919.7,3.3,760.0,22.4,65.0,11200.0,0
PND_DAM_02,2022-07-01 07:00:00+00:00,31.669,77.058,0.4,1.4,2.4,2.9,2.9,100.0,91.1,23.7,95,912.3,2.5,890.0,28.1,45.0,8900.0,0
SDR_BSN_07,2022-07-01 07:00:00+00:00,31.533,76.89,0.5,1.6,1.9,3.0,3.0,100.0,100.0,23.1,92,910.2,4.7,860.0,16.8,340.0,3100.0,0
JGN_VLY_05,2022-07-01 07:00:00+00:00,31.983,76.776,0.0,0.0,0.0,0.0,0.0,84.9,84.6,21.5,92,891.5,1.5,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-01 07:00:00+00:00,31.7087,76.932,0.1,0.4,1.6,2.2,2.2,100.0,58.6,24.0,89,920.4,4.0,760.0,22.4,65.0,11200.0,0
THL_GRG_04,2022-07-01 07:00:00+00:00,31.713,77.165,0.1,0.3,0.3,0.3,0.3,100.0,93.4,20.4,91,848.8,0.5,980.0,38.2,35.0,5600.0,0
AUT_JNC_03,2022-07-01 07:00:00+00:00,31.745,77.21,0.1,0.3,0.3,0.3,0.3,100.0,93.4,23.4,91,896.0,0.5,1050.0,34.5,80.0,4200.0,0
DHR_KHD_06,2022-07-01 07:00:00+00:00,31.81,76.81,0.2,0.7,0.8,0.8,0.8,100.0,63.1,21.6,91,899.3,5.2,900.0,21.3,120.0,920.0,0
MND_URBAN_01,2022-07-01 08:00:00+00:00,31.7087,76.932,0.1,0.4,1.4,2.3,2.3,100.0,58.9,24.2,88,920.8,3.2,760.0,22.4,65.0,11200.0,0
AUT_JNC_03,2022-07-01 08:00:00+00:00,31.745,77.21,0.8,1.1,1.1,1.1,1.1,100.0,93.7,24.2,88,896.3,1.3,1050.0,34.5,80.0,4200.0,0
JGN_VLY_05,2022-07-01 08:00:00+00:00,31.983,76.776,0.0,0.0,0.0,0.0,0.0,84.9,84.6,22.1,90,892.0,2.5,1220.0,24.6,210.0,1850.0,0
THL_GRG_04,2022-07-01 08:00:00+00:00,31.713,77.165,0.8,1.1,1.1,1.1,1.1,100.0,93.7,21.2,88,849.2,1.3,980.0,38.2,35.0,5600.0,0
PND_DAM_02,2022-07-01 08:00:00+00:00,31.669,77.058,0.4,1.2,2.4,3.3,3.3,100.0,91.7,24.2,93,912.7,3.1,890.0,28.1,45.0,8900.0,0
DHR_KHD_06,2022-07-01 08:00:00+00:00,31.81,76.81,0.1,0.8,0.9,0.9,0.9,100.0,63.4,22.0,90,899.7,5.9,900.0,21.3,120.0,920.0,0
SDR_BSN_07,2022-07-01 08:00:00+00:00,31.533,76.89,0.2,1.7,1.9,3.2,3.2,100.0,100.0,23.7,87,910.5,4.3,860.0,16.8,340.0,3100.0,0
DHR_KHD_06,2022-07-01 09:00:00+00:00,31.81,76.81,0.0,0.3,0.9,0.9,0.9,100.0,63.7,22.8,87,899.5,4.1,900.0,21.3,120.0,920.0,0
JGN_VLY_05,2022-07-01 09:00:00+00:00,31.983,76.776,0.0,0.0,0.0,0.0,0.0,84.6,84.6,22.8,88,891.7,3.1,1220.0,24.6,210.0,1850.0,0
SDR_BSN_07,2022-07-01 09:00:00+00:00,31.533,76.89,0.1,0.8,2.0,3.3,3.3,100.0,100.0,24.5,83,910.4,4.2,860.0,16.8,340.0,3100.0,0
PND_DAM_02,2022-07-01 09:00:00+00:00,31.669,77.058,0.8,1.6,3.1,4.1,4.1,100.0,92.3,24.8,92,912.6,3.3,890.0,28.1,45.0,8900.0,0
THL_GRG_04,2022-07-01 09:00:00+00:00,31.713,77.165,0.6,1.5,1.7,1.7,1.7,100.0,93.7,22.3,86,849.3,2.9,980.0,38.2,35.0,5600.0,0
MND_URBAN_01,2022-07-01 09:00:00+00:00,31.7087,76.932,0.1,0.3,1.1,2.4,2.4,100.0,59.4,24.8,85,920.6,1.3,760.0,22.4,65.0,11200.0,0
AUT_JNC_03,2022-07-01 09:00:00+00:00,31.745,77.21,0.6,1.5,1.7,1.7,1.7,100.0,93.7,25.3,86,896.2,2.9,1050.0,34.5,80.0,4200.0,0
DHR_KHD_06,2022-07-01 10:00:00+00:00,31.81,76.81,0.0,0.1,0.8,0.9,0.9,99.1,63.7,24.2,81,899.5,5.2,900.0,21.3,120.0,920.0,0
JGN_VLY_05,2022-07-01 10:00:00+00:00,31.983,76.776,0.0,0.0,0.0,0.0,0.0,84.3,84.6,24.3,81,891.9,6.1,1220.0,24.6,210.0,1850.0,0
SDR_BSN_07,2022-07-01 10:00:00+00:00,31.533,76.89,0.1,0.4,2.0,3.4,3.4,100.0,100.0,26.0,76,910.3,2.2,860.0,16.8,340.0,3100.0,0
PND_DAM_02,2022-07-01 10:00:00+00:00,31.669,77.058,0.1,1.3,2.7,4.2,4.2,100.0,92.9,26.3,82,912.5,4.3,890.0,28.1,45.0,8900.0,0
THL_GRG_04,2022-07-01 10:00:00+00:00,31.713,77.165,0.1,1.5,1.8,1.8,1.8,100.0,94.0,23.9,76,849.6,5.1,980.0,38.2,35.0,5600.0,0
MND_URBAN_01,2022-07-01 10:00:00+00:00,31.7087,76.932,0.0,0.2,0.6,2.4,2.4,100.0,59.7,26.1,79,920.4,1.9,760.0,22.4,65.0,11200.0,0
AUT_JNC_03,2022-07-01 10:00:00+00:00,31.745,77.21,0.1,1.5,1.8,1.8,1.8,100.0,94.0,26.9,76,896.2,5.1,1050.0,34.5,80.0,4200.0,0
DHR_KHD_06,2022-07-01 11:00:00+00:00,31.81,76.81,0.0,0.0,0.8,0.9,0.9,97.4,64.0,25.7,75,899.8,11.0,900.0,21.3,120.0,920.0,0
SDR_BSN_07,2022-07-01 11:00:00+00:00,31.533,76.89,0.0,0.2,1.9,3.4,3.4,100.0,100.0,27.2,73,910.3,2.5,860.0,16.8,340.0,3100.0,0
THL_GRG_04,2022-07-01 11:00:00+00:00,31.713,77.165,0.1,0.8,1.9,1.9,1.9,100.0,94.0,24.8,72,849.7,7.1,980.0,38.2,35.0,5600.0,0
MND_URBAN_01,2022-07-01 11:00:00+00:00,31.7087,76.932,0.0,0.1,0.5,2.4,2.4,99.1,59.7,28.1,71,920.5,3.6,760.0,22.4,65.0,11200.0,0
JGN_VLY_05,2022-07-01 11:00:00+00:00,31.983,76.776,0.0,0.0,0.0,0.0,0.0,83.7,84.6,25.4,76,892.1,10.0,1220.0,24.6,210.0,1850.0,0
AUT_JNC_03,2022-07-01 11:00:00+00:00,31.745,77.21,0.1,0.8,1.9,1.9,1.9,100.0,94.0,27.8,73,896.2,7.1,1050.0,34.5,80.0,4200.0,0
PND_DAM_02,2022-07-01 11:00:00+00:00,31.669,77.058,0.0,0.9,2.1,4.2,4.2,100.0,93.1,27.6,75,912.6,6.5,890.0,28.1,45.0,8900.0,0
THL_GRG_04,2022-07-01 12:00:00+00:00,31.713,77.165,0.2,0.4,1.9,2.1,2.1,100.0,94.0,24.3,78,849.4,8.0,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-01 12:00:00+00:00,31.533,76.89,0.0,0.1,0.9,3.4,3.4,100.0,100.0,27.8,69,910.0,3.7,860.0,16.8,340.0,3100.0,0
AUT_JNC_03,2022-07-01 12:00:00+00:00,31.745,77.21,0.2,0.4,1.9,2.1,2.1,100.0,94.0,27.3,78,896.0,8.0,1050.0,34.5,80.0,4200.0,0
DHR_KHD_06,2022-07-01 12:00:00+00:00,31.81,76.81,0.0,0.0,0.3,0.9,0.9,95.4,64.0,26.5,71,899.5,10.9,900.0,21.3,120.0,920.0,0
JGN_VLY_05,2022-07-01 12:00:00+00:00,31.983,76.776,0.0,0.0,0.0,0.0,0.0,82.9,84.6,26.0,73,891.9,9.6,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-01 12:00:00+00:00,31.7087,76.932,0.0,0.0,0.3,2.4,2.4,96.9,60.0,29.4,67,920.1,5.6,760.0,22.4,65.0,11200.0,0
PND_DAM_02,2022-07-01 12:00:00+00:00,31.669,77.058,0.1,0.2,1.8,4.3,4.3,100.0,93.4,28.4,73,912.5,6.8,890.0,28.1,45.0,8900.0,0
AUT_JNC_03,2022-07-01 13:00:00+00:00,31.745,77.21,0.2,0.5,2.0,2.3,2.3,100.0,94.0,26.6,81,895.3,6.9,1050.0,34.5,80.0,4200.0,0
JGN_VLY_05,2022-07-01 13:00:00+00:00,31.983,76.776,0.0,0.0,0.0,0.0,0.0,82.3,84.3,27.0,69,891.1,9.4,1220.0,24.6,210.0,1850.0,0
THL_GRG_04,2022-07-01 13:00:00+00:00,31.713,77.165,0.2,0.5,2.0,2.3,2.3,100.0,94.0,23.6,81,848.7,6.9,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-01 13:00:00+00:00,31.533,76.89,0.0,0.0,0.4,3.4,3.4,100.0,100.0,27.5,72,909.0,2.3,860.0,16.8,340.0,3100.0,0
PND_DAM_02,2022-07-01 13:00:00+00:00,31.669,77.058,0.4,0.5,1.8,4.7,4.7,100.0,93.4,27.7,76,911.5,4.0,890.0,28.1,45.0,8900.0,0
DHR_KHD_06,2022-07-01 13:00:00+00:00,31.81,76.81,0.0,0.0,0.1,0.9,0.9,93.4,64.3,27.6,65,898.7,10.2,900.0,21.3,120.0,920.0,0
MND_URBAN_01,2022-07-01 13:00:00+00:00,31.7087,76.932,0.0,0.0,0.2,2.4,2.4,95.1,60.0,29.3,65,919.2,3.9,760.0,22.4,65.0,11200.0,0
AUT_JNC_03,2022-07-01 14:00:00+00:00,31.745,77.21,0.3,0.7,1.5,2.6,2.6,100.0,94.0,27.2,76,894.6,2.7,1050.0,34.5,80.0,4200.0,0
THL_GRG_04,2022-07-01 14:00:00+00:00,31.713,77.165,0.3,0.7,1.5,2.6,2.6,100.0,94.0,24.2,76,848.1,2.7,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-01 14:00:00+00:00,31.533,76.89,0.0,0.0,0.2,3.4,3.4,100.0,100.0,28.7,67,908.3,3.3,860.0,16.8,340.0,3100.0,0
PND_DAM_02,2022-07-01 14:00:00+00:00,31.669,77.058,0.1,0.6,1.5,4.8,4.8,100.0,93.7,29.0,69,910.8,5.4,890.0,28.1,45.0,8900.0,0
DHR_KHD_06,2022-07-01 14:00:00+00:00,31.81,76.81,0.0,0.0,0.0,0.9,0.9,92.0,64.3,27.0,68,897.7,9.7,900.0,21.3,120.0,920.0,0
MND_URBAN_01,2022-07-01 14:00:00+00:00,31.7087,76.932,0.0,0.0,0.1,2.4,2.4,93.4,60.3,30.0,62,918.4,4.3,760.0,22.4,65.0,11200.0,0
JGN_VLY_05,2022-07-01 14:00:00+00:00,31.983,76.776,0.0,0.0,0.0,0.0,0.0,81.4,84.3,27.1,70,890.2,12.2,1220.0,24.6,210.0,1850.0,0
SDR_BSN_07,2022-07-01 15:00:00+00:00,31.533,76.89,0.0,0.0,0.1,3.4,3.4,100.0,100.0,28.9,66,907.8,5.0,860.0,16.8,340.0,3100.0,0
DHR_KHD_06,2022-07-01 15:00:00+00:00,31.81,76.81,0.0,0.0,0.0,0.9,0.9,90.9,64.3,25.9,74,897.2,9.4,900.0,21.3,120.0,920.0,0
THL_GRG_04,2022-07-01 15:00:00+00:00,31.713,77.165,0.1,0.6,1.0,2.7,2.7,100.0,94.0,25.0,72,847.7,3.8,980.0,38.2,35.0,5600.0,0
JGN_VLY_05,2022-07-01 15:00:00+00:00,31.983,76.776,0.0,0.0,0.0,0.0,0.0,80.9,84.3,25.8,78,889.7,8.0,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-01 15:00:00+00:00,31.7087,76.932,0.0,0.0,0.0,2.4,2.4,91.7,60.3,30.2,62,917.9,4.3,760.0,22.4,65.0,11200.0,0
PND_DAM_02,2022-07-01 15:00:00+00:00,31.669,77.058,0.0,0.5,0.7,4.8,4.8,100.0,93.7,29.0,68,910.2,4.4,890.0,28.1,45.0,8900.0,0
AUT_JNC_03,2022-07-01 15:00:00+00:00,31.745,77.21,0.1,0.6,1.0,2.7,2.7,100.0,94.0,28.0,73,894.1,3.8,1050.0,34.5,80.0,4200.0,0
JGN_VLY_05,2022-07-01 16:00:00+00:00,31.983,76.776,0.0,0.0,0.0,0.0,0.0,80.3,84.3,26.0,78,889.1,6.3,1220.0,24.6,210.0,1850.0,0
PND_DAM_02,2022-07-01 16:00:00+00:00,31.669,77.058,0.0,0.1,0.6,4.8,4.8,100.0,94.0,28.6,70,909.6,4.6,890.0,28.1,45.0,8900.0,0
MND_URBAN_01,2022-07-01 16:00:00+00:00,31.7087,76.932,0.0,0.0,0.0,2.4,2.4,90.9,60.6,29.2,67,917.2,6.6,760.0,22.4,65.0,11200.0,0
SDR_BSN_07,2022-07-01 16:00:00+00:00,31.533,76.89,0.0,0.0,0.0,3.4,3.4,100.0,100.0,28.7,67,907.2,5.5,860.0,16.8,340.0,3100.0,0
DHR_KHD_06,2022-07-01 16:00:00+00:00,31.81,76.81,0.0,0.0,0.0,0.9,0.9,89.7,64.3,25.5,76,896.7,6.8,900.0,21.3,120.0,920.0,0
AUT_JNC_03,2022-07-01 16:00:00+00:00,31.745,77.21,0.0,0.4,0.9,2.7,2.7,100.0,94.3,27.4,75,893.6,3.1,1050.0,34.5,80.0,4200.0,0
THL_GRG_04,2022-07-01 16:00:00+00:00,31.713,77.165,0.0,0.4,0.9,2.7,2.7,100.0,94.3,24.4,75,847.2,3.1,980.0,38.2,35.0,5600.0,0
PND_DAM_02,2022-07-01 17:00:00+00:00,31.669,77.058,0.0,0.0,0.6,4.8,4.8,100.0,94.0,27.3,77,909.5,4.5,890.0,28.1,45.0,8900.0,0
MND_URBAN_01,2022-07-01 17:00:00+00:00,31.7087,76.932,0.0,0.0,0.0,2.4,2.4,91.4,60.9,28.2,71,917.3,6.3,760.0,22.4,65.0,11200.0,0
AUT_JNC_03,2022-07-01 17:00:00+00:00,31.745,77.21,0.0,0.1,0.8,2.7,2.7,100.0,94.0,26.2,84,893.2,3.4,1050.0,34.5,80.0,4200.0,0
SDR_BSN_07,2022-07-01 17:00:00+00:00,31.533,76.89,0.0,0.0,0.0,3.4,3.4,100.0,100.0,27.6,70,907.2,5.2,860.0,16.8,340.0,3100.0,0
JGN_VLY_05,2022-07-01 17:00:00+00:00,31.983,76.776,0.0,0.0,0.0,0.0,0.0,80.3,84.6,25.2,80,888.9,7.2,1220.0,24.6,210.0,1850.0,0
DHR_KHD_06,2022-07-01 17:00:00+00:00,31.81,76.81,0.0,0.0,0.0,0.9,0.9,90.9,64.9,25.4,77,896.5,8.2,900.0,21.3,120.0,920.0,0
THL_GRG_04,2022-07-01 17:00:00+00:00,31.713,77.165,0.0,0.1,0.8,2.7,2.7,100.0,94.0,23.2,84,846.6,3.4,980.0,38.2,35.0,5600.0,0
JGN_VLY_05,2022-07-01 18:00:00+00:00,31.983,76.776,0.0,0.0,0.0,0.0,0.0,80.3,84.6,24.4,84,888.9,5.1,1220.0,24.6,210.0,1850.0,0
PND_DAM_02,2022-07-01 18:00:00+00:00,31.669,77.058,0.0,0.0,0.5,4.8,4.8,100.0,94.0,26.3,82,909.6,4.0,890.0,28.1,45.0,8900.0,0
SDR_BSN_07,2022-07-01 18:00:00+00:00,31.533,76.89,0.0,0.0,0.0,3.4,3.4,100.0,100.0,26.9,77,907.3,2.7,860.0,16.8,340.0,3100.0,0
MND_URBAN_01,2022-07-01 18:00:00+00:00,31.7087,76.932,0.0,0.0,0.0,2.4,2.4,90.9,60.9,27.5,74,917.4,3.2,760.0,22.4,65.0,11200.0,0
THL_GRG_04,2022-07-01 18:00:00+00:00,31.713,77.165,0.0,0.0,0.6,2.7,2.7,100.0,94.0,22.6,87,846.7,4.3,980.0,38.2,35.0,5600.0,0
DHR_KHD_06,2022-07-01 18:00:00+00:00,31.81,76.81,0.0,0.0,0.0,0.9,0.9,90.3,64.9,24.7,80,896.5,6.9,900.0,21.3,120.0,920.0,0
AUT_JNC_03,2022-07-01 18:00:00+00:00,31.745,77.21,0.0,0.0,0.6,2.7,2.7,100.0,94.0,25.6,88,893.4,4.3,1050.0,34.5,80.0,4200.0,0
DHR_KHD_06,2022-07-01 19:00:00+00:00,31.81,76.81,0.0,0.0,0.0,0.9,0.9,89.7,64.9,23.7,87,896.8,2.7,900.0,21.3,120.0,920.0,0
SDR_BSN_07,2022-07-01 19:00:00+00:00,31.533,76.89,0.0,0.0,0.0,3.4,3.4,100.0,100.0,25.0,85,907.3,4.3,860.0,16.8,340.0,3100.0,0
PND_DAM_02,2022-07-01 19:00:00+00:00,31.669,77.058,0.0,0.0,0.1,4.8,4.8,100.0,94.3,25.5,88,909.9,2.6,890.0,28.1,45.0,8900.0,0
AUT_JNC_03,2022-07-01 19:00:00+00:00,31.745,77.21,0.0,0.0,0.4,2.7,2.7,100.0,94.3,24.6,93,893.8,1.9,1050.0,34.5,80.0,4200.0,0
THL_GRG_04,2022-07-01 19:00:00+00:00,31.713,77.165,0.0,0.0,0.4,2.7,2.7,100.0,94.3,21.6,93,847.0,1.9,980.0,38.2,35.0,5600.0,0
JGN_VLY_05,2022-07-01 19:00:00+00:00,31.983,76.776,0.0,0.0,0.0,0.0,0.0,80.0,84.6,23.9,87,889.2,2.7,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-01 19:00:00+00:00,31.7087,76.932,0.0,0.0,0.0,2.4,2.4,90.3,60.9,26.6,85,917.8,2.9,760.0,22.4,65.0,11200.0,0
SDR_BSN_07,2022-07-01 20:00:00+00:00,31.533,76.89,0.0,0.0,0.0,3.4,3.4,100.0,100.0,24.0,93,907.5,4.7,860.0,16.8,340.0,3100.0,0
MND_URBAN_01,2022-07-01 20:00:00+00:00,31.7087,76.932,0.0,0.0,0.0,2.4,2.4,90.0,61.1,26.5,80,918.0,2.1,760.0,22.4,65.0,11200.0,0
