date,district,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,rainfall_30d,rainfall_max_3d,rainfall_max_7d,rainy_days_7d,rainfall_1d_to_7d,rainfall_3d_to_7d,soil_moisture,mean_elevation,mean_slope,slope_risk,river_water_level_m,river_danger_level_m,river_level_ratio_to_danger,river_rise_rate_m_per_hr,river_level_change_3h_m,river_level_change_6h_m,river_level_change_24h_m,temperature_c,relative_humidity_pct,wind_speed_kmh,atmospheric_pressure_hpa,weather_condition,flood_label
2020-01-30,Tehri Garhwal,0.2776486786289032,29.07599870889292,33.82424392691575,52.71373311021986,162.85629628793993,17.65321873867498,17.65321873867498,3.0,0.0082085698950211,0.8596200379851083,0.2873072634719648,1913.8547353637728,28.398587479030688,VERY_HIGH,3.01,8.8,0.342,0.0,0.0,0.0,0.0,8.9,43.7,16.5,805.6,Light Rain,0
2020-01-30,Udham Singh Nagar,0.0,23.24965070647113,23.887477323572973,29.882068501538043,63.83448379933176,13.61338284079474,13.61338284079474,2.0,0.0,0.9732986626523732,0.2873072634719648,228.0287057108548,2.44388995090817,LOW,1.98,6.8,0.2912,0.0,0.0,0.0,0.0,18.9,45.2,9.7,991.0,Clear,0
2020-01-30,Uttarkashi,0.2373124127234967,14.38868142671999,17.688045413445728,26.74834295053233,110.54414073139132,8.966139381620414,8.966139381620414,4.0,0.0134165417240821,0.8134692260747519,0.2873072634719648,3255.0149193410907,30.129926214487547,VERY_HIGH,2.96,9.0,0.3289,0.0,0.0,0.0,0.0,-0.1,45.9,19.7,682.4,Light Rain,0
2020-01-31,Almora,0.0064303144066869,43.07232890644469,77.92621091062554,82.71415820105608,128.4688310563908,41.64430087754428,41.64430087754428,4.0,8.251799040433149e-05,0.5527322302775969,0.2860429470410865,1431.8328157550104,22.823893180273483,HIGH,2.24,6.5,0.3446,0.0167,0.05,0.1,0.15,12.2,44.2,13.1,856.0,Clear,0
2020-01-31,Bageshwar,0.8271507125477965,13.950668832244736,30.16489547366612,39.53352210196146,81.75717452846824,12.528537436506902,12.528537436506902,4.0,0.0274209697112634,0.4624802490014721,0.2860429470410865,2313.362442097291,27.94855423282721,HIGH,2.26,7.0,0.3229,0.01,0.03,0.05,0.08,6.0,41.3,15.3,767.3,Light Rain,0
2020-01-31,Chamoli,1.6361708702365398,13.916079104809038,25.61326936709914,32.74044425746236,75.4624803875602,10.820302035226588,10.820302035226588,5.0,0.0638798110036834,0.5433151997132148,0.2860429470410865,3582.915452996762,30.55938276503016,VERY_HIGH,3.34,9.5,0.3516,0.0,0.0,0.0,0.0,-3.3,41.0,16.3,654.8,Light Rain,0
2020-01-31,Champawat,0.0012801204533147,16.08817478442091,41.89546456581601,46.31243609943465,106.3921761868578,16.038312837396873,24.703164566793788,2.0,3.055510748063379e-05,0.3840075427529756,0.2860429470410865,1226.245121516255,24.63270918239799,HIGH,2.4,7.5,0.32,0.0067,0.02,0.05,0.07,12.5,43.3,12.4,879.2,Clear,0
2020-01-31,Dehra Dun,0.3020604977086715,6.586652909938196,49.04958190391377,57.59288235073203,161.6602612718115,6.1617517225533405,38.3247593116084,3.0,0.0061582684260617,0.1342856048917111,0.2860429470410865,1077.7870418407997,17.60159251870148,MODERATE,2.8,8.5,0.3294,0.0,-0.0,-0.0,-0.02,11.8,40.2,13.0,892.7,Light Rain,0
2020-01-31,Haridwar,0.0,0.4524828172192899,30.194283503416692,35.611664950917984,107.87124770007313,0.4524828172192899,21.545800695030817,2.0,0.0,0.0149857108608779,0.2860429470410865,297.87155977060354,3.625138222047199,LOW,3.56,10.0,0.356,0.0,-0.0,-0.0,-0.02,18.7,45.6,7.4,981.0,Clear,0
2020-01-31,Naini Tal,0.0882318383226951,27.95631035994433,40.259714378051655,45.298029232694816,102.65879892622132,27.72800422300133,27.72800422300133,3.0,0.002191566370854,0.6943991058413006,0.2860429470410865,869.4357508810718,15.64010029258418,MODERATE,2.22,7.2,0.3083,0.0067,0.02,0.04,0.06,14.1,37.7,12.3,916.6,Clear,0
2020-01-31,Pauri Garhwal,0.024150411966792,18.379984187638453,44.671787233514216,51.57073011906348,129.76779063214485,17.41533883726829,20.52812072852546,3.0,0.0005406188765166,0.4114450062209329,0.2860429470410865,1145.0823641253612,23.01342006581901,HIGH,3.53,9.8,0.3602,0.0033,0.01,0.01,0.02,12.3,43.4,16.1,887.3,Clear,0
2020-01-31,Pithoragarh,0.0453145030201965,2.3446659115870623,15.593264211126488,18.07085217440365,48.54634464988975,2.288699957044916,10.969708012625544,3.0,0.0029060304180462,0.1503640116320242,0.2860429470410865,3316.336294233949,30.971982332445258,VERY_HIGH,2.83,9.0,0.3144,0.0,-0.0,-0.0,-0.01,-1.3,42.8,16.7,677.6,Clear,0
2020-01-31,Rudra Prayag,0.3576770202486755,10.473761434956666,21.844289643204863,44.99779689533311,116.01667615047528,7.858288269172804,7.92102570434122,4.0,0.0163739361506773,0.4794736348289137,0.2860429470410865,2910.091761961188,30.96714223291616,VERY_HIGH,3.17,9.2,0.3446,0.0033,0.01,0.03,0.04,3.4,41.8,14.5,712.7,Light Rain,0
2020-01-31,Tehri Garhwal,1.0131247419291582,12.4359047121471,34.7816247700556,49.758438189169496,163.17524509774924,11.145131291589038,17.65321873867498,4.0,0.029128159466352,0.3575423643035539,0.2860429470410865,1913.8547353637728,28.398587479030688,VERY_HIGH,3.05,8.8,0.3466,0.0033,0.01,0.03,0.04,7.6,40.6,14.7,808.2,Light Rain,0
2020-01-31,Udham Singh Nagar,0.0,13.61338284079474,23.887477323572973,25.65356802996267,63.56631465003164,13.61338284079474,13.61338284079474,2.0,0.0,0.5698961881363841,0.2860429470410865,228.0287057108548,2.44388995090817,LOW,2.05,6.8,0.3015,0.0067,0.02,0.05,0.07,17.5,36.8,5.9,989.8,Clear,0
2020-01-31,Uttarkashi,0.1527063865929147,5.57524843169249,17.792199491311994,21.781567229264905,110.20430694307493,5.185229632376071,8.966139381620414,4.0,0.0085827712354906,0.3133535075897389,0.2860429470410865,3255.0149193410907,30.129926214487547,VERY_HIGH,2.93,9.0,0.3256,0.0,-0.0,-0.01,-0.03,-0.6,40.7,20.1,680.3,Light Rain,0
2020-02-01,Almora,0.4923091707780194,1.9203371996784255,78.3249388741378,81.14403384607908,126.18605624499588,1.4215977144937195,41.64430087754428,4.0,0.0062854714165005,0.0245175700455597,0.2852717169449821,1431.8328157550104,22.823893180273483,HIGH,2.16,6.5,0.3323,0.0,-0.01,-0.02,-0.08,11.4,41.0,13.9,858.4,Light Rain,0
2020-02-01,Bageshwar,0.7269693784806054,2.14910077421844,30.623380484084105,34.336078929917555,81.43208786902183,0.8271507125477965,12.528537436506902,4.0,0.0237390302197173,0.0701784280529369,0.2852717169449821,2313.362442097291,27.94855423282721,HIGH,2.26,7.0,0.3229,0.0,0.0,0.0,0.0,5.9,45.3,14.5,769.6,Light Rain,0
2020-02-01,Chamoli,1.001889477203965,4.097666546786415,26.1503669465828,30.532271915126003,75.21451501572496,1.6361708702365398,10.820302035226588,6.0,0.0383126340421105,0.1566963247001608,0.2852717169449821,3582.915452996762,30.55938276503016,VERY_HIGH,3.32,9.5,0.3495,0.0,-0.0,-0.0,-0.02,-1.6,40.9,17.2,652.2,Light Rain,0
2020-02-01,Champawat,0.0638330829475658,0.1136950299716048,41.91414704785685,44.0816018147818,96.51661065269457,0.0638330829475658,24.703164566793788,2.0,0.0015229483580265,0.0027125692699703,0.2852717169449821,1226.245121516255,24.63270918239799,HIGH,2.36,7.5,0.3147,0.0,-0.0,-0.01,-0.04,12.6,43.0,11.2,878.4,Clear,0
2020-02-01,Dehra Dun,0.7743768580618339,1.199278045446689,49.52834211698089,54.18361115703079,161.7054878353992,0.7743768580618339,38.3247593116084,3.0,0.0156350244996654,0.0242139746652561,0.2852717169449821,1077.7870418407997,17.60159251870148,MODERATE,2.73,8.5,0.3212,0.0,-0.01,-0.02,-0.07,15.5,39.4,14.6,895.9,Light Rain,0
2020-02-01,Haridwar,0.0329975362756913,0.0329975362756913,30.041131194605654,35.56090214187097,107.6177793142951,0.0329975362756913,21.545800695030817,2.0,0.001098411872826,0.001098411872826,0.2852717169449821,297.87155977060354,3.625138222047199,LOW,3.55,10.0,0.355,0.0,-0.0,-0.0,-0.01,17.2,43.0,12.7,981.3,Clear,0
2020-02-01,Naini Tal,0.0498963434392011,0.2782024803821968,40.238004675633725,44.062054781530456,94.8703347532878,0.1400742986203006,27.72800422300133,3.0,0.0012400302301616,0.0069139231855783,0.2852717169449821,869.4357508810718,15.64010029258418,MODERATE,2.17,7.2,0.3014,0.0,-0.01,-0.01,-0.05,13.6,36.3,8.7,918.0,Clear,0
2020-02-01,Pauri Garhwal,0.2689786024064097,1.2336239527765729,44.55405279422666,49.05310365985607,129.6628574413688,0.9404949384033748,20.52812072852546,3.0,0.0060371297222176,0.0276882538786274,0.2852717169449821,1145.0823641253612,23.01342006581901,HIGH,3.5,9.8,0.3571,0.0,-0.0,-0.01,-0.03,11.6,47.3,15.4,888.5,Light Rain,0
2020-02-01,Pithoragarh,0.5125688365984727,0.5685347911406191,15.844319705480777,17.29180713350305,47.34050937166842,0.5125688365984727,10.969708012625544,3.0,0.0323503194694341,0.0358825601746343,0.2852717169449821,3316.336294233949,30.971982332445258,VERY_HIGH,2.85,9.0,0.3167,0.0033,0.01,0.01,0.02,0.2,42.0,17.3,677.4,Light Rain,0
2020-02-01,Rudra Prayag,1.5640155103713889,4.17948867615525,22.61500638033455,27.34575757063404,117.23263812771576,2.257796145535182,7.92102570434122,5.0,0.0691583020101695,0.1848104051378568,0.2852717169449821,2910.091761961188,30.96714223291616,VERY_HIGH,3.16,9.2,0.3435,0.0,-0.0,-0.0,-0.01,3.2,36.4,20.1,715.8,Light Rain,0
2020-02-01,Tehri Garhwal,1.0266059131632812,2.317379333721343,35.21795858407074,38.913054280774126,163.33176668061586,1.0266059131632812,17.65321873867498,5.0,0.0291500678996639,0.065801067440872,0.2852717169449821,1913.8547353637728,28.398587479030688,VERY_HIGH,3.06,8.8,0.3477,0.0,0.0,0.01,0.01,7.7,41.0,11.8,808.1,Light Rain,0
2020-02-01,Udham Singh Nagar,0.0277847336960872,0.0277847336960872,23.758362856890948,25.681352763658754,60.18886519815776,0.0277847336960872,13.61338284079474,2.0,0.0011694716800975,0.0011694716800975,0.2852717169449821,228.0287057108548,2.44388995090817,LOW,2.01,6.8,0.2956,0.0,-0.0,-0.01,-0.04,17.1,39.7,9.2,990.1,Clear,0
2020-02-01,Uttarkashi,0.4902321097784227,0.8802509090948412,17.272566708632034,20.2485429462848,110.21409776749,0.4902321097784227,8.966139381620414,3.0,0.0283821211789737,0.0509623655233918,0.2852717169449821,3255.0149193410907,30.129926214487547,VERY_HIGH,2.97,9.0,0.33,0.0033,0.01,0.03,0.04,-1.1,40.7,16.8,682.1,Light Rain,0
2020-02-02,Almora,0.7470444488191901,1.2457839340038963,79.07198332295698,81.73621794042973,126.86462048954154,0.7470444488191901,41.64430087754428,4.0,0.0094476502039964,0.0157550609697069,0.2845164184135528,1431.8328157550104,22.823893180273483,HIGH,2.11,6.5,0.3246,0.0,-0.01,-0.01,-0.05,11.6,41.6,15.2,856.2,Light Rain,0
2020-02-02,Bageshwar,0.3804898813181995,1.9346099723466037,29.57355239204138,34.48801091104944,80.89532500899736,0.8271507125477965,12.528537436506902,3.0,0.0128658831177383,0.0654168928129966,0.2845164184135528,2313.362442097291,27.94855423282721,HIGH,2.23,7.0,0.3186,0.0,-0.0,-0.01,-0.03,6.5,40.4,15.9,767.4,Light Rain,0
2020-02-02,Chamoli,0.672631508473024,3.3106918559135288,26.33798032732567,30.78881950568392,75.3648634282832,1.6361708702365398,10.820302035226588,6.0,0.0255384609820179,0.1257002886731749,0.2845164184135528,3582.915452996762,30.55938276503016,VERY_HIGH,3.32,9.5,0.3495,0.0,0.0,0.0,0.0,-1.4,40.3,18.2,652.6,Light Rain,0
2020-02-02,Champawat,0.0,0.0651132034008805,41.85092792258504,44.0816018147818,96.41792466179288,0.0638330829475658,24.703164566793788,2.0,0.0,0.0015558365149152,0.2845164184135528,1226.245121516255,24.63270918239799,HIGH,2.34,7.5,0.312,0.0,-0.0,-0.0,-0.02,11.3,38.8,13.3,876.8,Clear,0
2020-02-02,Dehra Dun,0.0,1.0764373557704985,49.49533244166204,54.16880058247924,161.676825394103,0.7743768580618339,38.3247593116084,3.0,0.0,0.0217482595008526,0.2845164184135528,1077.7870418407997,17.60159251870148,MODERATE,2.75,8.5,0.3235,0.0033,0.01,0.01,0.02,13.3,43.8,15.4,893.9,Clear,0
2020-02-02,Haridwar,0.0,0.0329975362756913,30.041131194605654,35.56090214187097,107.6177793142951,0.0329975362756913,21.545800695030817,2.0,0.0,0.001098411872826,0.2845164184135528,297.87155977060354,3.625138222047199,LOW,3.58,10.0,0.358,0.0033,0.01,0.02,0.03,17.8,44.7,8.6,983.0,Clear,0
2020-02-02,Naini Tal,0.0269609264103043,0.1650891081722005,40.26424649159559,44.08901570794076,94.76282670346018,0.0882318383226951,27.72800422300133,3.0,0.0006695996594977,0.0041001414022864,0.2845164184135528,869.4357508810718,15.64010029258418,MODERATE,2.16,7.2,0.3,0.0,-0.0,-0.0,-0.01,14.5,41.1,13.4,917.3,Clear,0
2020-02-02,Pauri Garhwal,0.1347498231190562,0.4278788374922543,44.68807214166765,49.10502640913147,129.62159501142787,0.2689786024064097,20.52812072852546,3.0,0.0030153419837968,0.0095747882468733,0.2845164184135528,1145.0823641253612,23.01342006581901,HIGH,3.51,9.8,0.3582,0.0,0.0,0.01,0.01,13.7,41.8,14.5,887.0,Light Rain,0
2020-02-02,Pithoragarh,0.1278110045422391,0.6856943441609082,15.169431364086655,17.38184764843292,47.03135961887024,0.5125688365984727,10.969708012625544,3.0,0.0084255627682436,0.045202373279588,0.2845164184135528,3316.336294233949,30.971982332445258,VERY_HIGH,2.83,9.0,0.3144,0.0,-0.0,-0.0,-0.02,-0.1,39.0,19.4,680.3,Light Rain,0
2020-02-02,Rudra Prayag,0.4310241709468123,2.35271670156688,22.671676502742887,27.55819970861444,116.81259150833615,1.5640155103713889,7.92102570434122,5.0,0.0190115694303902,0.1037733842712892,0.2845164184135528,2910.091761961188,30.96714223291616,VERY_HIGH,3.14,9.2,0.3413,0.0,-0.0,-0.0,-0.02,2.8,42.3,15.1,715.4,Light Rain,0
2020-02-02,Tehri Garhwal,0.1419767412833523,2.181707396375792,34.72553484588324,38.94827158914607,163.02204166040545,1.0266059131632812,17.65321873867498,5.0,0.0040885399699363,0.0628271772697335,0.2845164184135528,1913.8547353637728,28.398587479030688,VERY_HIGH,3.06,8.8,0.3477,0.0,0.0,0.0,0.0,8.1,42.4,16.6,805.9,Light Rain,0
2020-02-02,Udham Singh Nagar,0.0,0.0277847336960872,23.758362856890948,25.681126633010543,60.18614719645596,0.0277847336960872,13.61338284079474,2.0,0.0,0.0011694716800975,0.2845164184135528,228.0287057108548,2.44388995090817,LOW,1.97,6.8,0.2897,0.0,-0.0,-0.01,-0.04,18.5,41.2,9.4,991.0,Clear,0
2020-02-02,Uttarkashi,0.1015332506010168,0.7444717469723613,17.169680731937213,20.229050374149097,110.2476065096245,0.4902321097784227,8.966139381620414,3.0,0.0059135196671791,0.0433596707612567,0.2845164184135528,3255.0149193410907,30.129926214487547,VERY_HIGH,2.97,9.0,0.33,0.0,0.0,0.0,0.0,0.7,42.8,15.1,680.6,Light Rain,0
2020-02-03,Almora,0.2517014571246862,1.4910550767218955,74.7217285197896,79.72499510078094,126.09550106712996,0.7470444488191901,41.64430087754428,3.0,0.0033685175482725,0.0199547720094861,0.2836772418347406,1431.8328157550104,22.823893180273483,HIGH,2.06,6.5,0.3169,0.0,-0.01,-0.01,-0.05,9.2,42.6,13.2,856.8,Light Rain,0
2020-02-03,Bageshwar,0.1750192986402373,1.282478558439044,25.043915541833336,33.80370210603715,80.4921200656849,0.7269693784806054,12.528537436506902,2.0,0.0069884955233693,0.0512091851247305,0.2836772418347406,2313.362442097291,27.94855423282721,HIGH,2.14,7.0,0.3057,0.0,-0.01,-0.02,-0.09,5.3,39.2,20.3,766.2,Light Rain,0
2020-02-03,Chamoli,0.8028473282291916,2.4773683139061804,23.896282857047964,30.470300145421717,75.4841113726808,1.001889477203965,10.820302035226588,5.0,0.033597162346747,0.1036716976047933,0.2836772418347406,3582.915452996762,30.55938276503016,VERY_HIGH,3.31,9.5,0.3484,0.0,-0.0,-0.0,-0.01,-2.6,45.4,17.5,653.3,Light Rain,0
2020-02-03,Champawat,0.0,0.0638330829475658,40.85517243416226,43.5133450511358,91.60423752914924,0.0638330829475658,24.703164566793788,2.0,0.0,0.0015624234970005,0.2836772418347406,1226.245121516255,24.63270918239799,HIGH,2.26,7.5,0.3013,0.0,-0.01,-0.02,-0.08,11.4,41.1,12.8,879.0,Clear,0
2020-02-03,Dehra Dun,0.0,0.7743768580618269,45.68578907960844,50.29067924493974,160.1584798308812,0.7743768580618339,38.3247593116084,2.0,0.0,0.0169500594542079,0.2836772418347406,1077.7870418407997,17.60159251870148,MODERATE,2.78,8.5,0.3271,0.0033,0.01,0.02,0.03,12.7,45.8,13.2,893.4,Clear,0
2020-02-03,Haridwar,0.0,0.0329975362756913,22.0312810485258,30.41938263569391,107.39350304045888,0.0329975362756913,21.545800695030817,1.0,0.0,0.001497758333038,0.2836772418347406,297.87155977060354,3.625138222047199,LOW,3.6,10.0,0.36,0.0033,0.01,0.01,0.02,19.6,42.7,7.9,980.1,Clear,0
2020-02-03,Naini Tal,0.0088750906381533,0.0857323604876587,37.92927928951496,42.70444388128024,90.32745218718009,0.0498963434392011,27.72800422300133,2.0,0.000233990483616,0.0022603213093752,0.2836772418347406,869.4357508810718,15.64010029258418,MODERATE,2.13,7.2,0.2958,0.0,-0.0,-0.01,-0.03,13.3,46.6,11.9,915.8,Clear,0
2020-02-03,Pauri Garhwal,0.2107084979798675,0.6144369235053299,39.52254183966926,45.81041811854581,128.13601682918096,0.2689786024064097,20.52812072852546,2.0,0.0053313497270316,0.0155464926940027,0.2836772418347406,1145.0823641253612,23.01342006581901,HIGH,3.49,9.8,0.3561,0.0,-0.0,-0.0,-0.02,13.8,44.8,12.3,885.3,Light Rain,0
2020-02-03,Pithoragarh,0.1741483004258699,0.8145281415665817,14.128902065779188,17.152397089821587,46.60597400532697,0.5125688365984727,10.969708012625544,2.0,0.0123256773448792,0.0576497791636354,0.2836772418347406,3316.336294233949,30.971982332445258,VERY_HIGH,2.82,9.0,0.3133,0.0,-0.0,-0.0,-0.01,-2.4,42.4,18.5,677.7,Light Rain,0
2020-02-03,Rudra Prayag,0.4723885888121186,2.4674282701303234,20.8622154094282,26.6043793497932,116.84572622544536,1.5640155103713889,7.92102570434122,4.0,0.0226432599270053,0.1182725853143401,0.2836772418347406,2910.091761961188,30.96714223291616,VERY_HIGH,3.15,9.2,0.3424,0.0,0.0,0.01,0.01,1.6,40.3,17.1,714.6,Light Rain,0
2020-02-03,Tehri Garhwal,0.1186723188978055,1.287254973344439,31.376378424166525,37.48280555819948,161.85410040686412,1.0266059131632812,17.65321873867498,4.0,0.0037822183781473,0.0410262432112539,0.2836772418347406,1913.8547353637728,28.398587479030688,VERY_HIGH,3.05,8.8,0.3466,0.0,-0.0,-0.0,-0.01,8.2,40.0,19.1,806.9,Light Rain,0
2020-02-03,Udham Singh Nagar,0.0,0.0277847336960872,23.277435440167217,25.02059383907055,59.846152377336615,0.0277847336960872,13.61338284079474,2.0,0.0,0.0011936337477499,0.2836772418347406,228.0287057108548,2.44388995090817,LOW,1.98,6.8,0.2912,0.0,0.0,0.01,0.01,18.9,43.0,8.8,991.5,Clear,0
2020-02-03,Uttarkashi,0.0802795690900179,0.6720449294694645,15.21343274278236,19.451189175320124,109.24250309766695,0.4902321097784227,8.966139381620414,2.0,0.0052768868913702,0.0441744408811258,0.2836772418347406,3255.0149193410907,30.129926214487547,VERY_HIGH,2.96,9.0,0.3289,0.0,-0.0,-0.0,-0.01,0.9,42.1,17.0,681.5,Clear,0
2020-02-04,Almora,0.2706588865915634,1.2694047925354397,44.83404286975815,79.98555298440573,126.36495198195784,0.7470444488191901,41.64430087754428,2.0,0.0060369055126461,0.0283134128213602,0.2829814416151968,1431.8328157550104,22.823893180273483,HIGH,2.01,6.5,0.3092,0.0,-0.01,-0.01,-0.05,11.9,40.3,15.7,856.2,Light Rain,0
2020-02-04,Bageshwar,0.6027077096642802,1.158216889622719,15.83585510034806,33.61850449998456,80.8437597671921,0.6027077096642802,12.528537436506902,1.0,0.0380596859333063,0.0731388869842826,0.2829814416151968,2313.362442097291,27.94855423282721,HIGH,2.14,7.0,0.3057,0.0,0.0,0.0,0.0,5.2,44.2,13.1,770.8,Light Rain,0
2020-02-04,Chamoli,0.4415980042665008,1.9170768409687164,16.835045422981718,30.59960277745205,75.79105779549987,0.8028473282291916,10.820302035226588,4.0,0.0262308753520079,0.1138741642168383,0.2829814416151968,3582.915452996762,30.55938276503016,VERY_HIGH,3.3,9.5,0.3474,0.0,-0.0,-0.0,-0.01,-2.5,42.1,21.5,654.0,Light Rain,0
2020-02-04,Champawat,0.0137612949923544,0.0137612949923544,16.16576916236083,41.97305894375592,91.61346945668248,0.0137612949923544,16.038312837396873,1.0,0.0008512613289773,0.0008512613289773,0.2829814416151968,1226.245121516255,24.63270918239799,HIGH,2.19,7.5,0.292,0.0,-0.01,-0.02,-0.07,13.3,43.7,11.6,879.7,Clear,0
2020-02-04,Dehra Dun,0.0975476937180927,0.0975476937180856,7.4585774617181295,49.93249037472758,160.06965317583143,0.0975476937180927,6.1617517225533405,1.0,0.0130785905409141,0.0130785905409131,0.2829814416151968,1077.7870418407997,17.60159251870148,MODERATE,2.79,8.5,0.3282,0.0,0.0,0.01,0.01,12.9,39.2,14.7,892.9,Clear,0
2020-02-04,Haridwar,0.0039056170524166,0.0039056170524166,0.4893859705474013,30.2311866567448,106.781545839658,0.0039056170524166,0.4524828172192899,0.0,0.007980631458267,0.007980631458267,0.2829814416151968,297.87155977060354,3.625138222047199,LOW,3.63,10.0,0.363,0.0033,0.01,0.02,0.03,16.3,44.0,11.9,981.7,Clear,0
2020-02-04,Naini Tal,0.0007975683005099,0.0366335853489675,28.042840288732496,40.34624430683983,90.31145769485994,0.0269609264103043,27.72800422300133,1.0,2.844106602102262e-05,0.0013063435681065,0.2829814416151968,869.4357508810718,15.64010029258418,MODERATE,2.11,7.2,0.2931,0.0,-0.0,-0.0,-0.02,13.0,42.8,10.6,915.5,Clear,0
2020-02-04,Pauri Garhwal,0.1708784932632519,0.516336814362172,19.165299604407046,45.67430448243336,128.1984372267789,0.2107084979798675,17.41533883726829,1.0,0.0089160351194261,0.0269412322311,0.2829814416151968,1145.0823641253612,23.01342006581901,HIGH,3.48,9.8,0.3551,0.0,-0.0,-0.0,-0.01,11.6,44.7,12.4,886.8,Light Rain,0
2020-02-04,Pithoragarh,0.1042299143113504,0.4061892192794594,3.2634239674649947,17.048564457677315,46.4514919627824,0.1741483004258699,2.288699957044916,1.0,0.0319388113256715,0.1244671543942327,0.2829814416151968,3316.336294233949,30.971982332445258,VERY_HIGH,2.87,9.0,0.3189,0.0067,0.02,0.03,0.05,0.3,44.1,17.4,677.4,Light Rain,0
2020-02-04,Rudra Prayag,0.2915699405309346,1.194982700289869,13.232759645617916,26.182914762739703,116.9182685327219,0.4723885888121186,7.858288269172804,3.0,0.0220339465315946,0.0903048677666207,0.2829814416151968,2910.091761961188,30.96714223291616,VERY_HIGH,3.12,9.2,0.3391,0.0,-0.0,-0.01,-0.03,2.3,41.6,18.4,713.9,Light Rain,0
